SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP06,G4,P22,05-10-2021 00:00,1085,197,44
SP23,G4,P08,07-10-2021 00:00,4879,82,287
SP01,G4,P10,08-10-2021 00:00,9373,203,361
SP25,G4,P14,08-10-2021 00:00,8085,185,674
SP09,G4,P13,08-10-2021 00:00,1960,170,104
SP05,G4,P22,08-10-2021 00:00,7252,189,363
SP13,G4,P15,11-10-2021 00:00,2569,153,257
SP13,G4,P20,11-10-2021 00:00,3675,178,217
SP20,G4,P10,12-10-2021 00:00,9093,45,379
SP16,G4,P07,12-10-2021 00:00,203,158,8
SP22,G4,P20,12-10-2021 00:00,5845,25,390
SP15,G4,P02,13-10-2021 00:00,15722,73,1966
SP12,G4,P18,14-10-2021 00:00,4095,2,158
SP19,G4,P12,14-10-2021 00:00,8365,98,761
SP03,G4,P08,15-10-2021 00:00,2555,74,135
SP23,G4,P07,18-10-2021 00:00,9863,165,353
SP01,G4,P21,18-10-2021 00:00,12236,42,816
SP01,G4,P09,19-10-2021 00:00,5292,170,441
SP02,G4,P03,19-10-2021 00:00,3836,244,214
SP05,G4,P15,19-10-2021 00:00,11102,59,694
SP16,G4,P19,21-10-2021 00:00,2233,162,224
SP01,G4,P02,21-10-2021 00:00,4025,152,288
SP13,G4,P05,21-10-2021 00:00,4130,61,207
SP03,G4,P06,22-10-2021 00:00,4795,227,343
SP16,G4,P11,22-10-2021 00:00,14378,150,533
SP05,G4,P06,22-10-2021 00:00,1806,8,113
SP06,G4,P14,25-10-2021 00:00,10080,179,1008
SP12,G4,P14,25-10-2021 00:00,952,401,74
SP06,G4,P16,26-10-2021 00:00,9604,49,343
SP24,G4,P02,26-10-2021 00:00,7749,75,775
SP21,G4,P06,27-10-2021 00:00,2121,388,152
SP03,G4,P07,28-10-2021 00:00,7028,131,282
SP02,G4,P22,29-10-2021 00:00,6293,157,243
SP24,G4,P09,29-10-2021 00:00,17780,68,1368
SP10,G4,P12,29-10-2021 00:00,6769,464,484
SP23,G4,P09,01-11-2021 00:00,5712,332,476
SP11,G4,P01,01-11-2021 00:00,8099,11,312
SP17,G4,P02,01-11-2021 00:00,3066,97,384
SP13,G4,P16,02-11-2021 00:00,10269,234,447
SP10,G4,P03,04-11-2021 00:00,539,23,29
SP05,G4,P03,04-11-2021 00:00,1211,11,56
SP01,G4,P11,05-11-2021 00:00,3353,235,112
SP20,G4,P16,05-11-2021 00:00,1960,51,68
SP11,G4,P11,05-11-2021 00:00,3178,176,133
SP22,G4,P09,05-11-2021 00:00,12103,376,1211
SP03,G4,P16,05-11-2021 00:00,5306,38,222
SP09,G4,P10,05-11-2021 00:00,10353,203,370
SP22,G4,P03,09-11-2021 00:00,8190,67,390
SP24,G4,P10,09-11-2021 00:00,1393,113,50
SP16,G4,P09,09-11-2021 00:00,259,579,26
SP19,G4,P06,11-11-2021 00:00,8561,3,408
SP24,G4,P21,12-11-2021 00:00,19894,320,995
SP24,G4,P18,15-11-2021 00:00,16359,279,528
SP06,G4,P17,15-11-2021 00:00,161,190,7
SP16,G4,P01,15-11-2021 00:00,14742,219,546
SP17,G4,P14,18-11-2021 00:00,2177,102,156
SP11,G4,P13,18-11-2021 00:00,4277,121,204
SP17,G4,P21,19-11-2021 00:00,15407,32,701
SP12,G4,P10,22-11-2021 00:00,13860,177,693
SP12,G4,P19,22-11-2021 00:00,16926,164,1302
SP09,G4,P20,23-11-2021 00:00,532,125,32
SP23,G4,P22,23-11-2021 00:00,6356,14,255
SP14,G4,P14,23-11-2021 00:00,231,61,17
SP10,G4,P06,25-11-2021 00:00,2331,41,146
SP15,G4,P16,25-11-2021 00:00,7707,61,249
SP24,G4,P19,29-11-2021 00:00,1540,377,103
SP15,G4,P06,30-11-2021 00:00,12796,104,640
SP02,G4,P04,30-11-2021 00:00,8309,102,554
SP07,G4,P20,01-12-2021 00:00,13636,161,650
SP20,G4,P06,02-12-2021 00:00,10094,87,594
SP13,G4,P04,03-12-2021 00:00,798,107,45
SP22,G4,P21,06-12-2021 00:00,12418,116,654
SP10,G4,P04,07-12-2021 00:00,2527,275,115
SP08,G4,P08,07-12-2021 00:00,6685,31,304
SP10,G4,P09,07-12-2021 00:00,5145,282,572
SP05,G4,P17,07-12-2021 00:00,1344,304,54
SP09,G4,P22,07-12-2021 00:00,5957,206,314
SP04,G4,P01,07-12-2021 00:00,5817,41,201
SP07,G4,P16,08-12-2021 00:00,2513,39,84
SP12,G4,P06,08-12-2021 00:00,14532,179,1118
SP02,G4,P21,08-12-2021 00:00,3955,318,189
SP13,G4,P13,08-12-2021 00:00,861,361,48
SP15,G4,P14,09-12-2021 00:00,8099,137,507
SP09,G4,P06,09-12-2021 00:00,7378,22,568
SP16,G4,P20,10-12-2021 00:00,8624,65,454
SP04,G4,P20,13-12-2021 00:00,6734,22,355
SP21,G4,P12,13-12-2021 00:00,18830,220,1108
SP12,G4,P02,13-12-2021 00:00,3311,223,237
SP06,G4,P20,14-12-2021 00:00,2695,14,129
SP05,G4,P20,15-12-2021 00:00,14154,138,708
SP25,G4,P11,15-12-2021 00:00,6657,265,209
SP21,G4,P11,15-12-2021 00:00,3087,8,97
SP12,G4,P01,15-12-2021 00:00,5516,145,230
SP06,G4,P21,15-12-2021 00:00,917,35,62
SP22,G4,P02,15-12-2021 00:00,1722,60,123
SP06,G4,P04,15-12-2021 00:00,7049,178,371
SP03,G4,P04,16-12-2021 00:00,7427,164,437
SP04,G4,P08,17-12-2021 00:00,9303,35,490
SP18,G4,P20,17-12-2021 00:00,5936,212,330
SP09,G4,P01,17-12-2021 00:00,4277,97,159
SP23,G4,P21,20-12-2021 00:00,5355,425,255
SP05,G4,P12,20-12-2021 00:00,10521,231,585
SP08,G4,P19,20-12-2021 00:00,14007,187,1078
SP15,G4,P19,20-12-2021 00:00,686,108,46
SP09,G4,P02,21-12-2021 00:00,3752,285,417
SP07,G4,P22,21-12-2021 00:00,7364,12,410
SP11,G4,P09,21-12-2021 00:00,2058,257,258
SP09,G4,P15,21-12-2021 00:00,16891,134,1127
SP07,G4,P21,21-12-2021 00:00,15533,71,1110
SP20,G4,P12,21-12-2021 00:00,2366,11,182
SP10,G4,P02,22-12-2021 00:00,3472,112,386
SP17,G4,P17,22-12-2021 00:00,14959,142,680
SP15,G4,P17,22-12-2021 00:00,308,80,11
SP16,G4,P15,23-12-2021 00:00,9898,79,1100
SP18,G4,P02,23-12-2021 00:00,6370,17,531
SP20,G4,P08,23-12-2021 00:00,315,166,14
SP08,G4,P02,23-12-2021 00:00,5355,7,536
SP16,G4,P03,24-12-2021 00:00,11235,113,489
SP15,G4,P12,24-12-2021 00:00,3066,125,192
SP13,G4,P10,24-12-2021 00:00,1610,29,68
SP08,G4,P03,24-12-2021 00:00,11788,195,786
SP23,G4,P04,24-12-2021 00:00,9212,19,658
SP10,G4,P22,28-12-2021 00:00,3150,99,126
SP24,G4,P20,28-12-2021 00:00,8575,77,477
SP01,G4,P14,28-12-2021 00:00,6566,35,657
SP24,G4,P13,28-12-2021 00:00,6286,9,300
SP20,G4,P07,28-12-2021 00:00,10836,188,417
SP21,G4,P05,28-12-2021 00:00,6510,29,326
SP23,G4,P03,29-12-2021 00:00,4102,79,196
SP04,G4,P05,28-01-2022 00:00,16800,92,800
SP14,G4,P11,05-01-2022 00:00,3444,265,173
SP03,G4,P09,28-01-2022 00:00,2842,72,203
SP14,G4,P09,07-01-2022 00:00,2877,100,206
SP17,G4,P09,24-01-2022 00:00,3997,119,236
SP24,G4,P17,10-01-2022 00:00,9849,71,1095
SP12,G4,P18,07-01-2022 00:00,8477,156,707
SP12,G4,P09,19-01-2022 00:00,3647,266,215
SP24,G4,P22,18-01-2022 00:00,5985,194,461
SP15,G4,P09,13-01-2022 00:00,4494,131,265
SP21,G4,P14,07-01-2022 00:00,11949,175,1328
SP18,G4,P14,06-01-2022 00:00,8288,133,1382
SP05,G4,P20,19-01-2022 00:00,3794,288,271
SP25,G4,P13,24-01-2022 00:00,231,332,33
SP11,G4,P14,20-01-2022 00:00,2611,92,373
SP03,G4,P21,19-01-2022 00:00,14196,37,676
SP16,G4,P15,11-01-2022 00:00,9163,162,382
SP22,G4,P08,10-01-2022 00:00,6363,281,490
SP23,G4,P12,26-01-2022 00:00,3976,210,398
SP01,G4,P04,07-01-2022 00:00,18011,222,858
SP11,G4,P07,10-01-2022 00:00,11438,21,1430
SP10,G4,P06,10-01-2022 00:00,3276,50,298
SP13,G4,P07,07-01-2022 00:00,4424,1,632
SP23,G4,P03,21-01-2022 00:00,10486,60,404
SP10,G4,P22,11-01-2022 00:00,6020,329,430
SP23,G4,P06,06-01-2022 00:00,3731,85,415
SP11,G4,P05,13-01-2022 00:00,1148,159,46
SP19,G4,P21,21-01-2022 00:00,10444,64,581
SP19,G4,P12,24-01-2022 00:00,3213,245,357
SP10,G4,P15,14-01-2022 00:00,3955,99,180
SP22,G4,P11,07-01-2022 00:00,7742,308,388
SP13,G4,P18,27-01-2022 00:00,12376,15,884
SP16,G4,P04,19-01-2022 00:00,1134,302,54
SP03,G4,P01,12-01-2022 00:00,4039,17,238
SP10,G4,P17,14-01-2022 00:00,2989,114,374
SP07,G4,P12,14-01-2022 00:00,2485,55,277
SP18,G4,P09,05-01-2022 00:00,6475,275,405
SP21,G4,P18,05-01-2022 00:00,1792,225,138
SP01,G4,P16,14-01-2022 00:00,6321,270,575
SP25,G4,P11,20-01-2022 00:00,13062,142,817
SP03,G4,P15,06-01-2022 00:00,14609,159,636
SP09,G4,P02,07-01-2022 00:00,2079,109,87
SP24,G4,P04,19-01-2022 00:00,8225,275,433
SP20,G4,P04,12-01-2022 00:00,3339,225,197
SP04,G4,P20,24-01-2022 00:00,5110,252,394
SP16,G4,P03,25-01-2022 00:00,6447,162,258
SP12,G4,P05,26-01-2022 00:00,6034,37,263
SP12,G4,P13,10-01-2022 00:00,735,8,105
SP15,G4,P12,04-01-2022 00:00,945,49,135
SP13,G4,P10,27-01-2022 00:00,8890,343,1482
SP09,G4,P20,14-01-2022 00:00,7028,29,469
SP08,G4,P04,21-01-2022 00:00,20720,78,1091
SP12,G4,P08,05-01-2022 00:00,14959,313,1069
SP18,G4,P08,19-01-2022 00:00,9751,120,813
SP21,G4,P13,10-01-2022 00:00,8512,10,946
SP14,G4,P12,27-01-2022 00:00,13160,138,1880
SP13,G4,P12,06-01-2022 00:00,3192,174,355
SP05,G4,P04,14-01-2022 00:00,11403,367,634
SP24,G4,P19,06-01-2022 00:00,11389,89,496
SP11,G4,P06,07-01-2022 00:00,546,288,55
SP19,G4,P01,07-01-2022 00:00,1015,421,60
SP01,G4,P15,07-01-2022 00:00,6566,388,299
SP04,G4,P22,07-01-2022 00:00,8204,14,547
SP16,G4,P22,07-01-2022 00:00,13153,86,1097
SP21,G4,P11,05-01-2022 00:00,6664,41,334
SP24,G4,P20,05-01-2022 00:00,6223,16,389
SP03,G4,P14,04-01-2022 00:00,5306,85,758
SP02,G4,P22,28-01-2022 00:00,2674,60,168
SP23,G4,P14,04-01-2022 00:00,3808,219,762
SP18,G4,P18,21-01-2022 00:00,9968,135,907
SP04,G4,P02,27-01-2022 00:00,3983,389,160
SP18,G4,P15,13-01-2022 00:00,7833,330,373
SP05,G4,P14,19-01-2022 00:00,2786,107,310
SP23,G4,P11,26-01-2022 00:00,6559,199,328
SP19,G4,P07,06-01-2022 00:00,6328,255,791
SP17,G4,P10,10-01-2022 00:00,756,6,95
SP10,G4,P11,18-01-2022 00:00,2765,186,146
SP14,G4,P22,24-01-2022 00:00,5089,156,340
SP02,G4,P10,06-01-2022 00:00,7539,373,1077
SP06,G4,P09,27-01-2022 00:00,7140,156,447
SP02,G4,P08,03-01-2022 00:00,5292,99,441
SP03,G4,P06,25-01-2022 00:00,7588,108,690
SP09,G4,P16,03-01-2022 00:00,1260,336,105
SP10,G4,P03,10-01-2022 00:00,1505,107,56
SP21,G4,P02,26-01-2022 00:00,1715,263,62
SP14,G4,P02,11-01-2022 00:00,5453,153,195
SP07,G4,P15,26-01-2022 00:00,6762,173,294
SP24,G4,P07,14-01-2022 00:00,868,500,145
SP07,G4,P05,24-01-2022 00:00,5026,136,229
SP13,G4,P21,14-01-2022 00:00,5866,220,294
SP07,G4,P22,07-01-2022 00:00,8729,133,624
SP09,G4,P04,11-01-2022 00:00,4130,395,230
SP23,G4,P07,04-01-2022 00:00,3787,321,474
SP24,G4,P21,03-01-2022 00:00,9534,96,477
SP05,G4,P11,13-01-2022 00:00,12838,275,803
SP10,G4,P02,13-01-2022 00:00,16254,157,602
SP03,G4,P05,21-01-2022 00:00,11592,334,527
SP21,G4,P04,17-11-2021 00:00,2961,58,175
SP12,G4,P12,25-01-2021 00:00,12229,69,532
SP18,G4,P14,08-03-2022 00:00,672,144,75
SP06,G4,P03,06-04-2021 00:00,21525,210,1957
SP11,G4,P19,07-05-2021 00:00,5152,198,224
SP23,G4,P22,28-10-2021 00:00,2352,243,107
SP10,G4,P17,03-11-2021 00:00,2163,43,217
SP10,G4,P01,24-02-2022 00:00,4382,20,487
SP13,G4,P08,25-03-2022 00:00,15778,11,1435
SP10,G4,P11,19-01-2021 00:00,7518,51,342
SP16,G4,P08,07-07-2021 00:00,10451,331,871
SP07,G4,P18,11-01-2022 00:00,4627,91,661
SP17,G4,P19,11-11-2021 00:00,11312,38,515
SP08,G4,P22,02-04-2021 00:00,3255,62,142
SP07,G4,P07,05-03-2021 00:00,3605,127,145
SP03,G4,P02,25-01-2022 00:00,12845,317,514
SP15,G4,P02,13-01-2022 00:00,4333,305,167
SP03,G4,P21,18-03-2021 00:00,5033,472,315
SP25,G4,P10,25-01-2022 00:00,5082,314,283
SP04,G4,P18,08-01-2021 00:00,7770,98,1110
SP03,G4,P18,19-10-2021 00:00,9184,88,1148
SP20,G4,P22,03-06-2021 00:00,4956,153,207
SP16,G4,P06,10-09-2021 00:00,8295,274,488
SP04,G4,P16,27-08-2021 00:00,6230,112,693
SP18,G4,P17,11-11-2021 00:00,3409,334,263
SP04,G4,P21,31-12-2021 00:00,4249,325,266
SP13,G4,P16,07-02-2022 00:00,5992,330,666
SP15,G4,P10,04-02-2021 00:00,8792,130,489
SP05,G4,P05,27-04-2021 00:00,490,13,31
SP04,G4,P06,30-03-2022 00:00,4529,241,267
SP16,G4,P13,11-01-2021 00:00,8624,53,454
SP09,G4,P18,01-01-2021 00:00,5782,217,579
SP03,G4,P08,19-01-2022 00:00,1624,82,136
SP04,G4,P17,14-10-2021 00:00,2044,134,158
SP07,G4,P19,09-09-2021 00:00,3234,43,141
SP08,G4,P03,10-01-2022 00:00,3773,564,291
SP25,G4,P08,28-04-2021 00:00,1176,192,84
SP02,G4,P07,02-11-2021 00:00,1008,136,46
SP24,G4,P07,21-09-2021 00:00,3059,17,133
SP07,G4,P10,22-02-2021 00:00,2065,45,122
SP13,G4,P10,09-12-2021 00:00,5684,80,300
SP20,G4,P03,04-03-2021 00:00,686,81,63
SP22,G4,P18,11-11-2021 00:00,2058,29,258
SP18,G4,P12,07-07-2021 00:00,2107,265,92
SP22,G4,P05,12-01-2021 00:00,3094,40,194
SP12,G4,P16,02-03-2021 00:00,1897,129,238
SP24,G4,P04,07-04-2021 00:00,5558,79,371
SP19,G4,P15,19-03-2021 00:00,4543,289,190
SP11,G4,P11,17-02-2022 00:00,2443,494,123
SP22,G4,P10,08-02-2021 00:00,10290,50,515
SP25,G4,P19,14-01-2022 00:00,2352,59,103
SP17,G4,P15,10-08-2021 00:00,4228,32,177
SP13,G4,P05,10-02-2022 00:00,798,146,50
SP05,G4,P07,09-02-2021 00:00,6888,185,276
SP11,G4,P05,10-08-2021 00:00,13013,584,814
SP19,G4,P10,08-02-2022 00:00,9149,472,539
SP15,G4,P14,10-05-2021 00:00,5236,56,655
SP10,G4,P18,08-07-2021 00:00,4683,210,586
SP07,G4,P08,15-04-2021 00:00,1407,14,128
SP20,G4,P01,18-02-2021 00:00,3815,306,347
SP11,G4,P18,12-04-2021 00:00,8155,149,1165
SP01,G4,P13,16-03-2021 00:00,1729,220,83
SP08,G4,P01,05-08-2021 00:00,6433,435,644
SP25,G4,P07,07-01-2021 00:00,189,51,9
SP23,G4,P16,01-12-2021 00:00,3290,137,366
SP02,G4,P10,05-10-2021 00:00,924,21,52
SP03,G4,P19,04-11-2021 00:00,6580,187,287
SP24,G4,P01,16-02-2022 00:00,23912,211,1993
SP12,G4,P04,31-01-2022 00:00,728,1,41
SP23,G4,P07,21-01-2022 00:00,1351,342,57
SP03,G4,P15,10-01-2022 00:00,2387,101,96
SP25,G4,P17,27-04-2021 00:00,1211,208,94
SP06,G4,P04,12-08-2021 00:00,2506,66,140
SP19,G4,P19,09-08-2021 00:00,11718,279,533
SP10,G4,P06,09-02-2022 00:00,6916,350,433
SP23,G4,P09,02-12-2021 00:00,1295,49,130
SP07,G4,P20,24-01-2022 00:00,4298,70,287
SP14,G4,P14,09-03-2022 00:00,581,62,83
SP06,G4,P18,27-08-2021 00:00,721,138,91
SP19,G4,P11,05-03-2021 00:00,1372,168,69
SP05,G4,P03,02-08-2021 00:00,8190,106,585
SP04,G4,P11,09-07-2021 00:00,6181,32,281
SP16,G4,P07,30-06-2021 00:00,1127,424,46
SP09,G4,P12,31-03-2021 00:00,1708,97,78
SP03,G4,P14,13-07-2021 00:00,2898,220,322
SP12,G4,P14,18-02-2022 00:00,9954,105,1245
SP09,G4,P20,16-03-2021 00:00,8183,99,482
SP21,G4,P17,11-02-2022 00:00,301,129,28
SP05,G4,P11,01-09-2021 00:00,15904,105,723
SP03,G4,P05,01-02-2021 00:00,1890,361,119
SP25,G4,P06,07-05-2021 00:00,1337,323,84
SP15,G4,P19,26-11-2021 00:00,11431,69,520
SP11,G4,P20,22-04-2021 00:00,9814,194,546
SP20,G4,P19,23-04-2021 00:00,9233,160,402
SP01,G4,P11,17-12-2021 00:00,7329,104,349
SP11,G4,P08,19-03-2021 00:00,13265,142,948
SP05,G4,P14,28-03-2022 00:00,6132,280,682
SP21,G4,P12,13-12-2021 00:00,4550,25,207
SP04,G4,P03,01-03-2021 00:00,5103,307,393
SP25,G4,P14,12-08-2021 00:00,5292,131,756
SP03,G4,P09,05-07-2021 00:00,4550,425,455
SP23,G4,P13,09-03-2021 00:00,1533,195,73
SP25,G4,P21,02-12-2021 00:00,42,39,3
SP17,G4,P12,14-10-2021 00:00,8764,48,351
SP02,G4,P18,05-10-2021 00:00,994,168,142
SP24,G4,P15,30-08-2021 00:00,4102,55,158
SP04,G4,P04,19-02-2021 00:00,1638,204,103
SP09,G4,P13,26-01-2022 00:00,273,160,14
SP20,G4,P06,30-11-2021 00:00,3962,300,265
SP16,G4,P20,03-02-2021 00:00,2842,27,178
SP09,G4,P16,09-12-2021 00:00,3339,21,418
SP11,G4,P02,21-07-2021 00:00,12719,3,472
SP12,G4,P22,13-05-2021 00:00,2709,89,109
SP12,G4,P13,09-12-2021 00:00,805,144,39
SP05,G4,P01,15-06-2021 00:00,7434,252,744
SP11,G4,P12,17-06-2021 00:00,3164,178,144
SP20,G4,P18,18-02-2022 00:00,2030,147,226
SP03,G4,P22,21-06-2021 00:00,5523,132,241
SP04,G4,P13,29-01-2021 00:00,8610,316,454
SP10,G4,P19,13-09-2021 00:00,7756,36,324
SP25,G4,P09,17-03-2021 00:00,5327,228,485
SP20,G4,P21,11-03-2021 00:00,2940,83,184
SP13,G4,P03,12-10-2021 00:00,4788,295,369
SP14,G4,P22,05-08-2021 00:00,5425,300,247
SP22,G4,P21,17-06-2021 00:00,4018,67,310
SP16,G4,P14,24-05-2021 00:00,1596,140,160
SP23,G4,P04,01-02-2021 00:00,6615,107,390
SP05,G4,P08,23-06-2021 00:00,16870,185,1534
SP02,G4,P22,14-04-2021 00:00,3136,15,137
SP09,G4,P03,07-12-2021 00:00,525,119,41
SP16,G4,P12,12-10-2021 00:00,1519,196,70
SP05,G4,P22,02-07-2021 00:00,2877,216,120
SP11,G4,P16,22-02-2021 00:00,2933,67,489
SP16,G4,P02,11-10-2021 00:00,11130,221,429
SP15,G4,P11,29-06-2021 00:00,3500,249,185
SP03,G4,P16,13-01-2021 00:00,651,32,93
SP25,G4,P01,31-08-2021 00:00,3878,182,353
SP05,G4,P20,23-07-2021 00:00,2548,450,142
SP22,G4,P19,20-12-2021 00:00,4417,184,185
SP20,G4,P14,22-02-2022 00:00,4830,149,690
SP09,G4,P06,31-01-2022 00:00,5306,197,379
SP17,G4,P02,13-01-2022 00:00,11606,239,484
SP06,G4,P08,13-08-2021 00:00,5572,31,465
SP14,G4,P19,10-05-2021 00:00,3801,85,173
SP07,G4,P05,09-06-2021 00:00,5586,32,329
SP01,G4,P10,22-11-2021 00:00,2114,394,112
SP11,G4,P22,08-02-2021 00:00,3276,338,143
SP11,G4,P04,20-01-2021 00:00,6559,88,365
SP15,G4,P22,09-02-2022 00:00,12124,230,552
SP14,G4,P07,18-03-2022 00:00,6496,224,260
SP07,G4,P12,05-10-2021 00:00,4935,373,198
SP07,G4,P15,30-08-2021 00:00,6713,21,280
SP23,G4,P10,29-11-2021 00:00,6384,93,320
SP19,G4,P01,08-06-2021 00:00,4235,140,424
SP13,G4,P13,13-01-2021 00:00,8617,193,411
SP21,G4,P07,15-04-2021 00:00,7784,126,354
SP09,G4,P22,08-12-2021 00:00,2030,146,89
SP22,G4,P22,08-04-2021 00:00,2499,13,114
SP06,G4,P05,26-02-2021 00:00,7210,6,451
SP22,G4,P15,20-05-2021 00:00,3010,49,126
SP08,G4,P17,03-06-2021 00:00,9331,11,718
SP22,G4,P13,08-12-2021 00:00,7224,198,362
SP08,G4,P20,15-10-2021 00:00,1113,73,70
SP18,G4,P21,22-11-2021 00:00,3962,122,248
SP18,G4,P19,18-03-2021 00:00,9436,16,411
SP06,G4,P16,10-09-2021 00:00,6776,25,1130
SP01,G4,P18,23-04-2021 00:00,4746,118,475
SP03,G4,P04,30-12-2021 00:00,6804,288,378
SP02,G4,P11,05-11-2021 00:00,6321,44,333
SP11,G4,P14,16-03-2021 00:00,9338,18,1168
SP20,G4,P07,08-01-2021 00:00,4571,89,183
SP17,G4,P16,06-10-2021 00:00,6902,172,863
SP05,G4,P09,06-07-2021 00:00,1939,71,243
SP23,G4,P12,15-06-2021 00:00,3941,3,180
SP16,G4,P17,27-09-2021 00:00,9492,190,863
SP19,G4,P20,08-12-2021 00:00,7784,77,487
SP20,G4,P17,21-01-2022 00:00,10066,246,1007
SP22,G4,P02,08-01-2021 00:00,11767,228,471
SP16,G4,P04,01-03-2021 00:00,847,142,48
SP24,G4,P03,02-11-2021 00:00,13608,27,1047
SP09,G4,P07,29-12-2021 00:00,8547,286,342
SP18,G4,P05,28-03-2022 00:00,294,97,18
SP15,G4,P03,04-03-2021 00:00,14140,82,1286
SP17,G4,P11,02-03-2021 00:00,11928,388,543
SP12,G4,P06,13-01-2022 00:00,4851,337,324
SP04,G4,P15,26-11-2021 00:00,3346,193,129
SP08,G4,P13,20-01-2021 00:00,11641,127,583
SP24,G4,P21,08-12-2021 00:00,8225,33,588
SP23,G4,P15,27-04-2021 00:00,5684,113,228
SP15,G4,P08,31-08-2021 00:00,7637,53,546
SP04,G4,P19,16-03-2021 00:00,9184,135,383
SP13,G4,P21,31-05-2021 00:00,6692,83,515
SP19,G4,P02,12-11-2021 00:00,1057,96,45
SP19,G4,P21,03-03-2021 00:00,5299,91,332
SP01,G4,P19,25-01-2021 00:00,469,242,22
SP19,G4,P05,17-08-2021 00:00,5096,249,319
SP11,G4,P01,25-03-2021 00:00,1295,316,118
SP21,G4,P11,11-10-2021 00:00,6258,63,285
SP08,G4,P14,14-02-2022 00:00,15092,191,2156
SP21,G4,P06,19-02-2021 00:00,9926,13,709
SP15,G4,P07,19-10-2021 00:00,4480,513,187
SP18,G4,P07,13-07-2021 00:00,4298,76,187
SP23,G4,P08,25-08-2021 00:00,7672,85,548
SP15,G4,P12,25-01-2021 00:00,8673,250,347
SP15,G4,P05,01-06-2021 00:00,10927,292,643
SP06,G4,P13,16-04-2021 00:00,8897,136,405
SP19,G4,P12,01-02-2022 00:00,7280,159,304
SP01,G4,P16,15-03-2021 00:00,4739,553,593
SP02,G4,P08,09-02-2021 00:00,1274,111,107
SP03,G4,P12,17-03-2021 00:00,350,270,14
SP14,G4,P04,25-08-2021 00:00,7798,303,488
SP10,G4,P09,16-11-2021 00:00,210,78,21
SP23,G4,P01,07-10-2021 00:00,6118,339,680
SP15,G4,P04,03-02-2022 00:00,259,185,15
SP17,G4,P14,21-01-2022 00:00,8442,268,845
SP25,G4,P22,15-03-2022 00:00,3437,200,157
SP19,G4,P14,16-08-2021 00:00,12642,138,1265
SP05,G4,P04,12-04-2021 00:00,5397,426,300
SP20,G4,P09,08-02-2021 00:00,2436,12,222
SP08,G4,P02,05-05-2021 00:00,2709,56,113
SP25,G4,P20,02-08-2021 00:00,385,205,23
SP24,G4,P10,14-06-2021 00:00,5593,80,295
SP14,G4,P20,18-02-2022 00:00,5404,52,361
SP13,G4,P07,22-02-2021 00:00,2569,38,117
SP02,G4,P19,23-03-2021 00:00,7518,255,342
SP14,G4,P03,05-08-2021 00:00,2359,100,169
SP06,G4,P12,04-01-2022 00:00,8190,56,328
SP10,G4,P04,28-03-2022 00:00,15071,33,887
SP17,G4,P04,16-12-2021 00:00,2345,160,157
SP01,G4,P01,29-09-2021 00:00,2205,308,201
SP05,G4,P15,11-08-2021 00:00,10710,129,397
SP14,G4,P10,22-06-2021 00:00,1211,122,72
SP02,G4,P02,17-12-2021 00:00,2226,181,90
SP20,G4,P04,03-03-2021 00:00,6027,49,335
SP15,G4,P18,24-06-2021 00:00,1638,53,234
SP15,G4,P20,25-08-2021 00:00,3164,65,198
SP17,G4,P21,25-10-2021 00:00,5852,370,418
SP08,G4,P04,22-04-2021 00:00,7063,286,416
SP18,G4,P04,30-11-2021 00:00,8127,37,452
SP08,G4,P10,20-10-2021 00:00,21,184,2
SP17,G4,P08,24-12-2021 00:00,7749,105,705
SP12,G4,P02,12-02-2021 00:00,6489,219,241
SP01,G4,P21,04-03-2021 00:00,1911,141,147
SP18,G4,P06,08-09-2021 00:00,2765,31,173
SP10,G4,P21,06-12-2021 00:00,4312,404,308
SP18,G4,P18,22-04-2021 00:00,5698,71,814
SP07,G4,P14,09-04-2021 00:00,1848,139,264
SP05,G4,P10,08-06-2021 00:00,6356,13,335
SP16,G4,P18,18-11-2021 00:00,9401,132,1176
SP19,G4,P09,07-05-2021 00:00,19887,394,1989
SP12,G4,P15,10-09-2021 00:00,2030,323,85
SP22,G4,P12,08-02-2021 00:00,1092,175,46
SP04,G4,P02,26-11-2021 00:00,11655,472,486
SP05,G4,P02,01-01-2021 00:00,707,20,30
SP20,G4,P12,22-03-2022 00:00,3661,143,153
SP02,G4,P04,21-01-2022 00:00,4991,181,278
SP07,G4,P11,05-07-2021 00:00,1225,10,59
SP11,G4,P13,22-02-2022 00:00,1442,202,69
SP17,G4,P18,08-12-2021 00:00,1953,96,279
SP05,G4,P21,13-08-2021 00:00,5621,13,375
SP06,G4,P20,21-01-2022 00:00,17892,39,1193
SP20,G4,P20,11-01-2021 00:00,2772,354,164
SP24,G4,P16,22-10-2021 00:00,2016,213,336
SP01,G4,P03,01-03-2022 00:00,1141,108,104
SP07,G4,P04,11-11-2021 00:00,1085,118,73
SP22,G4,P06,09-06-2021 00:00,2590,53,185
SP02,G4,P05,09-03-2021 00:00,3353,192,198
SP12,G4,P18,30-03-2021 00:00,11991,17,1333
SP24,G4,P11,11-08-2021 00:00,2737,262,125
SP20,G4,P16,01-10-2021 00:00,336,89,48
SP08,G4,P06,09-09-2021 00:00,1358,444,80
SP01,G4,P07,08-07-2021 00:00,658,145,27
SP04,G4,P07,13-01-2022 00:00,1680,194,68
